Rank,Points
1666,0.63017694
1667,0.629836702
1668,0.629496852
1669,0.629157389
1670,0.628818312
1671,0.62847962
1672,0.628141314
1673,0.627803391
1674,0.627465853
1675,0.627128697
1676,0.626791923
1677,0.626455531
1678,0.62611952
1679,0.625783889
1680,0.625448638
1681,0.625113765
1682,0.624779271
1683,0.624445154
1684,0.624111415
1685,0.623778052
1686,0.623445064
1687,0.623112452
1688,0.622780214
1689,0.62244835
1690,0.622116858
1691,0.62178574
1692,0.621454993
1693,0.621124617
1694,0.620794612
1695,0.620464977
1696,0.620135711
1697,0.619806814
1698,0.619478285
1699,0.619150123
1700,0.618822328
1701,0.618494899
1702,0.618167836
1703,0.617841137
1704,0.617514803
1705,0.617188833
1706,0.616863225
1707,0.61653798
1708,0.616213097
1709,0.615888575
1710,0.615564414
1711,0.615240612
1712,0.61491717
1713,0.614594087
1714,0.614271362
1715,0.613948994
1716,0.613626984
1717,0.61330533
1718,0.612984031
1719,0.612663088
1720,0.612342499
1721,0.612022264
1722,0.611702382
1723,0.611382854
1724,0.611063677
1725,0.610744852
1726,0.610426378
1727,0.610108254
1728,0.60979048
1729,0.609473055
1730,0.609155979
1731,0.608839251
1732,0.608522871
1733,0.608206837
1734,0.60789115
1735,0.607575808
1736,0.607260811
1737,0.60694616
1738,0.606631852
1739,0.606317887
1740,0.606004265
1741,0.605690986
1742,0.605378048
1743,0.605065451
1744,0.604753195
1745,0.604441279
1746,0.604129703
1747,0.603818465
1748,0.603507566
1749,0.603197004
1750,0.60288678
1751,0.602576892
1752,0.60226734
1753,0.601958124
1754,0.601649242
1755,0.601340696
1756,0.601032483
1757,0.600724603
1758,0.600417056
1759,0.600109841
1760,0.599802958
1761,0.599496406
1762,0.599190185
1763,0.598884293
1764,0.598578732
1765,0.598273499
1766,0.597968594
1767,0.597664017
1768,0.597359768
1769,0.597055846
1770,0.596752249
1771,0.596448979
1772,0.596146033
1773,0.595843413
1774,0.595541116
1775,0.595239143
1776,0.594937493
1777,0.594636166
1778,0.59433516
1779,0.594034476
1780,0.593734113
1781,0.593434071
1782,0.593134348
1783,0.592834945
1784,0.592535861
1785,0.592237095
1786,0.591938647
1787,0.591640516
1788,0.591342702
1789,0.591045204
1790,0.590748022
1791,0.590451156
1792,0.590154604
1793,0.589858366
1794,0.589562443
1795,0.589266832
1796,0.588971534
1797,0.588676549
1798,0.588381875
1799,0.588087512
1800,0.58779346
1801,0.587499718
1802,0.587206286
1803,0.586913164
1804,0.58662035
1805,0.586327844
1806,0.586035646
1807,0.585743755
1808,0.585452171
1809,0.585160893
1810,0.584869921
1811,0.584579254
1812,0.584288893
1813,0.583998835
1814,0.583709081
1815,0.583419631
1816,0.583130483
1817,0.582841638
1818,0.582553094
1819,0.582264852
1820,0.581976911
1821,0.58168927
1822,0.58140193
1823,0.581114889
1824,0.580828146
1825,0.580541703
1826,0.580255557
1827,0.579969709
1828,0.579684158
1829,0.579398904
1830,0.579113946
1831,0.578829284
1832,0.578544917
1833,0.578260844
1834,0.577977066
1835,0.577693582
1836,0.577410391
1837,0.577127493
1838,0.576844888
1839,0.576562574
1840,0.576280552
1841,0.575998821
1842,0.575717381
1843,0.575436231
1844,0.57515537
1845,0.574874799
1846,0.574594517
1847,0.574314523
1848,0.574034817
1849,0.573755398
1850,0.573476266
1851,0.573197421
1852,0.572918861
1853,0.572640588
1854,0.5723626
1855,0.572084896
1856,0.571807477
1857,0.571530341
1858,0.571253489
1859,0.57097692
1860,0.570700633
1861,0.570424629
1862,0.570148906
1863,0.569873464
1864,0.569598303
1865,0.569323423
1866,0.569048822
1867,0.568774501
1868,0.568500459
1869,0.568226695
1870,0.56795321
1871,0.567680002
1872,0.567407072
1873,0.567134418
1874,0.566862041
1875,0.56658994
1876,0.566318115
1877,0.566046565
1878,0.565775289
1879,0.565504288
1880,0.565233561
1881,0.564963107
1882,0.564692926
1883,0.564423018
1884,0.564153382
1885,0.563884017
1886,0.563614925
1887,0.563346103
1888,0.563077551
1889,0.56280927
1890,0.562541259
1891,0.562273516
1892,0.562006043
1893,0.561738838
1894,0.561471901
1895,0.561205232
1896,0.56093883
1897,0.560672695
1898,0.560406827
1899,0.560141224
1900,0.559875887
1901,0.559610815
1902,0.559346008
1903,0.559081465
1904,0.558817187
1905,0.558553172
1906,0.55828942
1907,0.558025931
1908,0.557762704
1909,0.557499739
1910,0.557237036
1911,0.556974595
1912,0.556712413
1913,0.556450493
1914,0.556188832
1915,0.555927431
1916,0.555666289
1917,0.555405406
1918,0.555144782
1919,0.554884415
1920,0.554624306
1921,0.554364455
1922,0.55410486
1923,0.553845522
1924,0.55358644
1925,0.553327613
1926,0.553069042
1927,0.552810726
1928,0.552552665
1929,0.552294857
1930,0.552037304
1931,0.551780004
1932,0.551522957
1933,0.551266163
1934,0.55100962
1935,0.55075333
1936,0.550497292
1937,0.550241504
1938,0.549985967
1939,0.549730681
1940,0.549475645
1941,0.549220858
1942,0.548966321
1943,0.548712033
1944,0.548457993
1945,0.548204201
1946,0.547950657
1947,0.547697361
1948,0.547444311
1949,0.547191508
1950,0.546938952
1951,0.546686642
1952,0.546434577
1953,0.546182757
1954,0.545931182
1955,0.545679852
1956,0.545428766
1957,0.545177924
1958,0.544927325
1959,0.544676969
1960,0.544426856
1961,0.544176985
1962,0.543927356
1963,0.543677969
1964,0.543428823
1965,0.543179918
1966,0.542931253
1967,0.542682829
1968,0.542434645
1969,0.5421867
1970,0.541938994
1971,0.541691527
1972,0.541444298
1973,0.541197308
1974,0.540950555
1975,0.54070404
1976,0.540457761
1977,0.54021172
1978,0.539965915
1979,0.539720345
1980,0.539475012
1981,0.539229913
1982,0.53898505
1983,0.538740421
1984,0.538496027
1985,0.538251866
1986,0.538007939
1987,0.537764246
1988,0.537520785
1989,0.537277557
1990,0.537034561
1991,0.536791797
1992,0.536549264
1993,0.536306963
1994,0.536064893
1995,0.535823053
1996,0.535581443
1997,0.535340063
1998,0.535098913
1999,0.534857992
2000,0.5346173
